,user,timestamp,hours,project
126,bran,2018-10-25 13:28:41,1.0,learning
127,bran,2018-10-25 13:28:41,3.83,project-25
128,bran,2018-10-26 00:00:00,0.4,bizdev
129,bran,2018-10-26 00:00:00,6.5,project-25
130,bran,2018-10-26 00:00:00,0.6,project-31
131,bran,2018-10-29 09:43:11,0.39,project-25
132,bran,2018-10-29 09:43:11,7.1899999999999995,project-31
133,bran,2018-10-29 09:43:11,1.47,project-43
134,bran,2018-10-30 09:00:59,0.75,bizdev
135,bran,2018-10-30 09:00:59,0.5,cultureandmanagement
136,bran,2018-10-30 09:00:59,1.25,learning
137,bran,2018-10-30 09:00:59,2.54,project-31
138,bran,2018-10-30 09:00:59,0.42,project-43
139,bran,2018-10-31 07:56:47,5.0,bizdev
140,bran,2018-10-31 07:56:47,1.43,cultureandmanagement
141,bran,2018-10-31 07:56:47,0.5,learning
142,bran,2018-11-05 12:50:46,1.0,learning
143,bran,2018-11-05 12:50:46,6.5,project-25
144,bran,2018-11-06 00:00:00,0.07,bizdev
145,bran,2018-11-06 00:00:00,2.0,cultureandmanagement
146,bran,2018-11-06 00:00:00,6.029999999999999,project-25
147,bran,2018-11-06 00:00:00,0.25,project-43
148,bran,2018-11-07 09:22:41,2.5,learning
149,bran,2018-11-07 09:22:41,7.76,project-25
150,bran,2018-11-07 09:22:41,0.08,website
151,bran,2018-11-08 13:32:10,3.37,project-25
152,bran,2018-11-08 13:32:10,4.38,project-66
153,bran,2018-11-09 14:52:34,4.38,project-25
154,bran,2018-11-09 14:52:34,2.97,project-66
155,bran,2018-11-12 00:00:00,2.0,learning
156,bran,2018-11-12 00:00:00,2.0,project-25
157,bran,2018-11-12 00:00:00,8.0,project-66
158,bran,2018-11-15 00:00:00,2.05,bizdev
159,bran,2018-11-15 00:00:00,2.5,learning
160,bran,2018-11-16 12:17:22,6.0,bizdev
161,bran,2018-11-16 12:17:22,3.02,learning
162,bran,2018-11-16 12:17:22,1.53,project-31
163,bran,2018-11-17 00:00:00,5.0,learning
164,bran,2018-11-17 00:00:00,2.0,project-25
165,bran,2018-11-19 13:00:19,1.33,bizdev
166,bran,2018-11-19 13:00:19,0.97,cultureandmanagement
167,bran,2018-11-19 13:00:19,5.5,project-31
168,bran,2018-11-20 00:00:00,3.0,bizdev
169,bran,2018-11-20 00:00:00,0.58,cultureandmanagement
170,bran,2018-11-21 00:00:00,8.1,project-31
171,bran,2018-11-22 00:00:00,4.0600000000000005,bizdev
172,bran,2018-11-22 00:00:00,3.27,project-31
173,bran,2018-11-23 00:00:00,4.98,bizdev
174,bran,2018-11-23 00:00:00,2.23,project-31
175,bran,2018-11-26 00:00:00,0.92,bizdev
176,bran,2018-11-26 00:00:00,2.08,learning
177,bran,2018-11-26 00:00:00,4.87,project-31
178,bran,2018-11-23 00:00:00,1.78,project-31
179,brienne,2018-01-16 00:00:00,1.0,opsandadmin
180,brienne,2017-09-12 08:14:00,2.0,onboarding
181,brienne,2017-09-23 13:35:00,1.5,opsandadmin
182,brienne,2017-10-05 03:43:00,3.0,opsandadmin
183,brienne,2017-10-11 08:43:00,4.0,opsandadmin
184,brienne,2017-10-13 00:00:00,3.0,opsandadmin
185,brienne,2017-10-23 13:12:00,0.5,opsandadmin
186,brienne,2017-11-15 00:00:00,2.0,opsandadmin
187,brienne,2017-12-05 10:12:00,7.5,opsandadmin
188,brienne,2017-12-26 11:03:00,1.0,hiring
189,brienne,2017-09-13 12:50:00,2.5,project-13
190,brienne,2017-11-02 08:32:00,7.5,opsandadmin
191,brienne,2017-09-12 08:14:00,1.0,cultureandmanagement
192,brienne,2017-09-12 08:14:00,1.0,hiring
193,brienne,2017-09-12 08:14:00,0.5,onboarding
194,brienne,2017-09-12 08:14:00,7.5,opsandadmin
195,brienne,2017-09-13 12:50:02,0.2,bizdev
196,brienne,2017-09-13 12:50:02,2.75,opsandadmin
197,brienne,2017-09-13 12:50:02,2.0,project-13
198,brienne,2017-09-14 11:58:23,3.5,opsandadmin
199,brienne,2017-09-16 11:38:23,2.0,learning
200,brienne,2017-09-16 11:38:23,5.25,opsandadmin
201,brienne,2017-09-19 09:09:12,3.0,learning
202,brienne,2017-09-19 09:09:12,3.5,opsandadmin
203,brienne,2017-09-19 09:09:12,0.5,project-13
204,brienne,2017-09-20 08:06:29,0.1,bizdev
205,brienne,2017-09-20 08:06:29,5.5,opsandadmin
206,brienne,2017-09-20 08:06:29,0.5,project-13
207,brienne,2017-09-21 15:36:00,3.5,opsandadmin
208,brienne,2017-09-21 15:36:00,3.5,project-13
209,brienne,2017-09-23 13:35:42,3.0,learning
210,brienne,2017-09-23 13:35:42,1.5,project-13
211,brienne,2017-09-25 08:21:02,6.0,opsandadmin
212,brienne,2017-09-26 10:39:20,3.0,opsandadmin
213,brienne,2017-09-26 10:39:20,1.5,project-14
214,brienne,2017-10-02 02:15:33,4.5,learning
215,brienne,2017-10-02 02:15:33,3.5,opsandadmin
216,brienne,2017-10-02 07:37:49,7.0,opsandadmin
217,brienne,2017-10-03 09:08:24,6.75,opsandadmin
218,brienne,2017-10-03 09:08:24,0.25,workshops
219,brienne,2017-10-04 08:04:29,3.0,opsandadmin
220,brienne,2017-10-04 08:04:29,1.0,workshops
221,brienne,2017-10-05 03:43:47,1.5,workshops
222,brienne,2017-10-06 08:54:18,1.0,learning
223,brienne,2017-10-06 08:54:18,4.0,opsandadmin
224,brienne,2017-10-06 08:54:18,1.0,workshops
225,brienne,2017-10-07 19:44:58,9.5,opsandadmin
226,brienne,2017-10-07 19:44:58,0.75,workshops
227,brienne,2017-10-09 08:07:40,4.0,opsandadmin
228,brienne,2017-10-09 08:07:40,1.0,workshops
229,brienne,2017-10-10 07:56:33,2.0,learning
230,brienne,2017-10-10 07:56:33,1.7,opsandadmin
231,brienne,2017-10-11 08:43:17,2.0,learning
232,brienne,2017-10-11 08:43:17,0.5,opsandadmin
233,brienne,2017-10-12 11:32:04,4.5,opsandadmin
234,brienne,2017-10-12 11:32:04,2.25,workshops
235,brienne,2017-10-13 00:00:00,6.0,events
236,brienne,2017-10-13 00:00:00,2.0,learning
237,brienne,2017-10-23 13:12:12,1.0,opsandadmin
239,brienne,2017-10-24 15:08:18,1.0,opsandadmin
240,brienne,2017-10-24 15:08:18,8.5,workshops
241,brienne,2017-10-25 14:19:14,9.0,workshops
242,brienne,2017-10-26 00:00:00,2.0,learning
243,brienne,2017-10-26 00:00:00,5.5,opsandadmin
244,brienne,2017-10-30 08:47:35,6.5,opsandadmin
245,brienne,2017-11-03 00:00:00,3.0,cultureandmanagement
246,brienne,2017-11-06 09:28:22,4.0,bizdev
247,brienne,2017-11-06 09:28:22,0.5,cultureandmanagement
248,brienne,2017-11-06 09:28:22,3.0,opsandadmin
249,brienne,2017-11-08 00:00:00,1.75,learning
251,brienne,2017-11-10 15:17:22,2.0,opsandadmin
253,brienne,2017-12-04 10:20:06,8.0,opsandadmin
254,brienne,2017-12-05 10:12:04,0.5,cultureandmanagement
255,brienne,2017-12-08 00:00:00,4.0,hiring
256,brienne,2017-12-08 00:00:00,2.0,opsandadmin
257,brienne,2017-12-11 12:29:13,1.0,cultureandmanagement
258,brienne,2017-12-11 12:29:13,7.0,hiring
259,brienne,2017-12-12 00:00:00,5.5,hiring
261,brienne,2017-12-14 09:32:11,3.5,hiring
262,brienne,2017-12-14 09:32:11,4.0,opsandadmin
263,brienne,2017-12-15 00:00:00,1.0,learning
264,brienne,2017-12-15 00:00:00,5.5,opsandadmin
265,brienne,2017-12-18 08:05:46,6.0,opsandadmin
266,brienne,2017-12-18 08:05:46,1.0,workshops
267,brienne,2017-12-18 12:12:25,1.5,opsandadmin
268,brienne,2017-12-19 10:06:05,0.75,hiring
269,brienne,2017-12-19 10:06:05,6.0,opsandadmin
270,brienne,2017-12-19 10:06:05,2.5,workshops
271,brienne,2017-12-20 00:00:00,1.0,hiring
272,brienne,2017-12-20 00:00:00,3.5,opsandadmin
273,brienne,2017-12-20 00:00:00,1.0,workshops
274,brienne,2017-12-26 11:03:35,4.0,opsandadmin
276,brienne,2017-12-27 00:00:00,1.5,opsandadmin
277,brienne,2017-12-27 00:00:00,1.25,workshops
278,brienne,2018-01-03 00:00:00,6.0,hiring
279,brienne,2018-01-03 00:00:00,3.5,opsandadmin
280,brienne,2018-01-03 00:00:00,0.5,workshops
281,brienne,2018-01-05 12:32:49,0.5,cultureandmanagement
282,brienne,2018-01-05 12:32:49,8.5,hiring
283,brienne,2018-01-06 00:00:00,4.0,hiring
284,brienne,2018-01-08 13:06:45,1.0,bizdev
285,brienne,2018-01-08 13:06:45,1.0,cultureandmanagement
286,brienne,2018-01-08 13:06:45,4.0,hiring
287,brienne,2018-01-08 13:06:45,0.5,workshops
288,brienne,2018-01-09 00:00:00,0.5,bizdev
290,brienne,2018-01-09 00:00:00,1.5,opsandadmin
291,brienne,2018-01-11 00:00:00,5.5,hiring
292,brienne,2018-01-11 00:00:00,1.5,laptop
293,brienne,2018-01-11 00:00:00,3.0,opsandadmin
294,brienne,2018-01-11 00:00:00,2.0,opsandadmin
295,brienne,2018-01-15 11:02:37,1.0,cultureandmanagement
296,brienne,2018-01-15 11:02:37,4.25,opsandadmin
297,brienne,2018-01-15 11:02:37,0.75,workshops
298,brienne,2018-01-16 00:00:00,1.5,cultureandmanagement
299,brienne,2018-01-16 00:00:00,8.0,hiring
300,brienne,2018-01-16 00:00:00,4.0,opsandadmin
301,brienne,2017-09-26 10:39:00,3.5,opsandadmin
302,brienne,2017-12-06 10:55:00,5.0,opsandadmin
303,brienne,2017-12-07 09:36:00,8.0,opsandadmin
304,brienne,2017-12-08 00:00:00,3.0,learning
305,bronn,2018-01-18 11:11:00,5.5,project-40
306,bronn,2018-01-19 00:00:00,7.0,project-40
307,bronn,2018-03-15 00:00:00,3.0,cultureandmanagement
308,bronn,2018-04-03 14:16:00,2.0,opsandadmin
309,bronn,2018-04-29 06:56:00,0.5,project-55
310,bronn,2018-04-30 15:53:00,1.0,project-55
311,bronn,2018-05-11 10:10:00,1.5,cultureandmanagement
312,bronn,2018-05-16 00:00:00,0.5,website
313,bronn,2018-05-17 00:00:00,1.0,project-20
314,bronn,2018-05-21 09:57:00,1.0,cultureandmanagement
315,bronn,2018-05-27 00:00:00,1.0,project-20
316,bronn,2018-05-31 00:00:00,0.5,project-55
317,bronn,2018-06-05 15:00:00,1.0,project-55
318,bronn,2018-06-06 00:00:00,1.0,project-20
319,bronn,2018-06-22 00:00:00,3.0,project-20
320,bronn,2017-06-28 10:56:00,1.0,project-63
321,bronn,2018-06-29 14:09:00,4.0,project-40
322,bronn,2017-07-03 08:38:00,0.5,project-06
323,bronn,2018-07-06 13:01:00,0.25,project-55
324,bronn,2017-07-07 09:11:00,7.0,project-13
325,bronn,2018-07-08 06:30:00,2.0,project-68
326,bronn,2018-07-10 00:00:00,0.5,engineering
327,bronn,2018-07-13 00:00:00,1.0,project-38
328,bronn,2017-07-18 16:45:00,1.0,project-06
329,bronn,2018-07-21 06:19:00,1.25,cultureandmanagement
330,bronn,2017-07-23 08:13:00,3.0,project-07
331,bronn,2018-07-23 00:00:00,0.5,project-68
332,bronn,2018-07-25 14:30:00,0.5,engineering
333,bronn,2018-07-26 00:00:00,2.0,learning
334,bronn,2018-07-26 00:00:00,2.0,website
335,bronn,2018-07-28 05:09:00,2.0,website
336,bronn,2018-08-02 00:00:00,0.25,project-68
337,bronn,2018-08-03 00:00:00,1.25,project-68
338,bronn,2018-08-06 15:30:00,2.0,project-68
339,bronn,2018-08-09 00:00:00,0.25,website
340,bronn,2018-08-10 00:00:00,1.25,project-68
341,bronn,2018-08-13 00:00:00,0.5,project-27
342,bronn,2018-08-18 00:00:00,1.75,project-10
343,bronn,2018-08-21 14:44:00,0.5,project-43
344,bronn,2018-08-28 15:45:00,0.5,opsandadmin
345,bronn,2018-09-03 15:46:00,1.5,opsandadmin
346,bronn,2018-09-07 00:00:00,2.5,project-43
347,bronn,2018-09-17 00:00:00,0.25,learning
348,bronn,2018-09-18 00:00:00,1.5,project-43
349,bronn,2018-09-24 00:00:00,2.75,learning
350,bronn,2018-09-29 00:00:00,3.0,project-43
351,bronn,2017-08-01 08:26:00,3.0,project-65
352,bronn,2018-03-01 10:15:00,0.5,project-65
353,bronn,2018-09-10 00:00:00,2.0,cultureandmanagement
354,bronn,2018-10-01 00:00:00,0.5,bizdev
355,bronn,2017-10-02 08:57:00,1.5,opsandadmin
356,bronn,2017-10-10 08:19:00,2.0,project-13
357,bronn,2018-10-19 00:00:00,2.5,project-43
358,bronn,2018-10-23 00:00:00,0.75,project-43
359,bronn,2018-10-29 00:00:00,0.5,opsandadmin
360,bronn,2018-10-29 00:00:00,1.0,website
361,bronn,2017-10-31 00:00:00,1.0,project-40
362,bronn,2018-10-11 00:00:00,1.0,website
363,bronn,2018-11-05 00:00:00,1.5,project-43
364,bronn,2018-11-06 00:00:00,2.25,website
365,bronn,2018-11-07 00:00:00,2.0,website
366,bronn,2018-11-08 00:00:00,0.5,project-51
367,bronn,2018-11-08 00:00:00,1.0,project-66
368,bronn,2018-11-08 00:00:00,3.5,website
369,bronn,2018-11-10 00:00:00,5.25,project-66
370,bronn,2017-11-21 00:00:00,0.5,project-17
371,bronn,2017-11-21 00:00:00,4.0,project-40
372,bronn,2018-04-12 00:00:00,6.0,project-55
373,bronn,2018-10-12 00:00:00,2.5,project-43
374,bronn,2017-12-05 08:17:00,4.0,bizdev
375,bronn,2017-12-14 17:58:00,1.0,project-23
376,bronn,2017-12-13 15:11:00,1.0,project-40
377,bronn,2018-06-13 09:36:00,0.5,project-40
378,bronn,2017-09-13 10:05:00,0.25,project-16
379,bronn,2018-03-14 00:00:00,4.0,project-40
380,bronn,2018-04-15 00:00:00,2.0,website
381,bronn,2017-12-15 14:50:00,2.0,project-23
382,bronn,2018-07-15 08:01:00,2.0,project-20
383,bronn,2018-03-16 09:53:00,5.0,project-55
384,bronn,2018-10-16 00:00:00,0.25,learning
385,bronn,2018-05-17 00:00:00,0.25,project-55
386,bronn,2018-10-17 11:31:00,2.0,website
387,bronn,2018-09-17 00:00:00,0.5,opsandadmin
388,bronn,2018-04-18 14:49:00,7.0,project-55
389,bronn,2017-12-18 11:02:00,2.0,project-23
390,bronn,2018-05-18 11:01:00,1.25,project-55
391,bronn,2018-01-18 11:11:00,1.5,cultureandmanagement
392,bronn,2018-06-19 08:31:00,0.5,project-68
393,bronn,2018-09-19 00:00:00,1.0,project-69
394,bronn,2018-07-02 15:44:00,0.75,project-68
395,bronn,2017-10-02 08:57:00,0.25,opsandadmin
396,bronn,2018-10-02 00:00:00,1.75,project-43
397,bronn,2018-04-20 11:10:00,0.5,website
398,bronn,2017-06-27 17:53:49,1.5,project-63
399,bronn,2017-06-28 10:56:20,3.0,project-63
400,bronn,2017-06-28 14:36:37,1.0,project-63
401,bronn,2017-06-29 08:57:33,5.0,project-63
402,bronn,2017-06-30 08:06:33,1.0,blogideas
403,bronn,2017-06-30 08:06:33,0.5,project-13
404,bronn,2017-06-30 08:06:33,2.0,website
405,bronn,2017-07-03 08:38:00,0.5,opsandadmin
406,bronn,2017-07-03 08:38:00,2.0,project-06
407,bronn,2017-07-03 08:38:00,1.0,project-13
408,bronn,2017-07-03 18:04:58,3.0,project-06
409,bronn,2017-07-04 08:39:22,1.0,project-06
410,bronn,2017-07-04 08:39:22,5.5,project-13
411,bronn,2017-07-04 15:52:19,0.5,project-13
412,bronn,2017-07-05 09:44:13,3.5,project-13
413,bronn,2017-07-05 09:44:13,1.0,project-63
414,bronn,2017-07-05 11:32:11,1.0,project-63
415,bronn,2017-07-06 08:53:36,6.25,project-13
416,bronn,2017-07-07 09:11:25,0.5,project-06
417,bronn,2017-07-08 12:04:55,8.0,project-13
418,bronn,2017-07-09 18:20:55,8.0,project-13
419,bronn,2017-07-10 11:32:48,7.0,project-13
420,bronn,2017-07-10 17:39:14,3.0,project-13
421,bronn,2017-07-11 15:56:58,9.0,project-13
422,bronn,2017-07-11 17:07:12,1.0,project-13
424,bronn,2017-07-12 16:37:56,2.0,project-13
425,bronn,2017-07-13 14:15:48,9.0,project-13
427,bronn,2017-07-18 09:50:39,1.5,cultureandmanagement
428,bronn,2017-07-18 09:50:39,6.0,project-06
429,bronn,2017-07-19 18:07:43,0.5,bizdev
430,bronn,2017-07-19 18:07:43,7.5,project-06
431,bronn,2017-07-20 08:32:56,4.0,project-06
432,bronn,2017-07-20 08:32:56,2.0,project-13
433,bronn,2017-07-21 10:20:19,0.5,interns
434,bronn,2017-07-21 10:20:19,5.75,project-06
435,bronn,2017-07-21 10:20:19,0.75,project-13
436,bronn,2017-07-22 10:04:37,3.0,project-06
437,bronn,2017-07-22 16:39:32,3.0,project-06
438,bronn,2017-07-24 11:24:12,6.0,project-06
439,bronn,2017-07-24 16:49:20,2.0,learning
440,bronn,2017-07-25 09:35:59,7.0,learning
441,bronn,2017-07-25 17:49:30,1.5,project-06
442,bronn,2017-07-26 12:09:27,4.5,data
443,bronn,2017-07-26 12:09:27,3.0,project-06
444,bronn,2017-07-26 17:15:07,2.0,project-07
445,bronn,2017-07-27 17:23:49,4.0,project-06
446,bronn,2017-07-28 10:40:26,0.25,blogideas
447,bronn,2017-07-28 10:40:26,3.5,cultureandmanagement
448,bronn,2017-07-28 10:40:26,4.25,project-06
449,bronn,2017-07-31 09:24:44,3.0,project-13
450,bronn,2017-07-31 09:24:44,0.75,website
451,bronn,2017-07-31 17:56:38,3.0,project-13
452,bronn,2017-08-01 08:26:13,2.0,project-13
453,bronn,2017-08-01 18:26:45,2.0,project-06
454,bronn,2017-08-02 11:24:42,0.5,bizdev
455,bronn,2017-08-02 11:24:42,7.0,project-06
456,bronn,2017-08-02 11:24:42,1.0,project-65
457,bronn,2017-08-03 08:07:12,3.0,project-06
458,bronn,2017-08-03 08:07:12,2.0,project-13
459,bronn,2017-08-04 09:41:44,7.0,project-13
460,bronn,2017-08-07 09:24:50,1.0,opsandadmin
461,bronn,2017-08-07 09:24:50,7.0,project-06
462,bronn,2017-08-07 09:24:50,0.5,project-65
463,bronn,2017-08-08 08:57:33,0.5,cultureandmanagement
464,bronn,2017-08-08 08:57:33,2.0,project-06
465,bronn,2017-08-08 08:57:33,3.0,project-13
466,bronn,2017-08-08 08:57:33,1.0,project-65
467,bronn,2017-08-09 10:22:26,7.0,project-06
468,bronn,2017-08-10 11:04:20,7.0,project-06
469,bronn,2017-08-11 08:34:38,6.0,project-06
470,bronn,2017-08-11 08:34:38,0.5,project-13
471,bronn,2017-08-12 04:15:26,2.5,project-13
472,bronn,2017-08-12 04:15:26,0.5,project-65
473,bronn,2017-08-14 09:43:36,7.0,project-06
474,bronn,2017-08-15 09:59:25,5.75,project-06
475,bronn,2017-08-15 09:59:25,0.25,website
476,bronn,2017-08-15 16:59:38,1.0,project-06
477,bronn,2017-08-16 10:39:09,2.0,opsandadmin
478,bronn,2017-08-16 10:39:09,4.5,project-13
479,bronn,2017-08-16 15:27:17,2.5,project-13
480,bronn,2017-08-17 10:22:20,6.0,project-06
481,bronn,2017-08-17 10:22:20,1.0,project-13
482,bronn,2017-08-17 16:04:11,2.0,project-06
483,bronn,2017-08-23 10:19:35,0.5,engineering
484,bronn,2017-08-23 10:19:35,4.0,project-06
485,bronn,2017-08-23 10:19:35,2.0,project-13
486,bronn,2017-08-23 10:19:35,0.5,project-65
487,bronn,2017-08-24 09:52:21,8.0,project-06
488,bronn,2017-08-25 10:34:54,1.0,project-06
489,bronn,2017-08-25 10:34:54,5.0,project-13
490,bronn,2017-08-25 17:00:01,3.0,project-06
491,bronn,2017-08-28 06:43:23,4.0,project-06
492,bronn,2017-08-28 11:45:42,1.0,project-13
493,bronn,2017-08-28 16:42:59,1.0,project-06
494,bronn,2017-08-28 16:42:59,1.0,project-13
495,bronn,2017-08-29 10:04:48,1.0,engineering
496,bronn,2017-08-29 10:04:48,1.5,learning
497,bronn,2017-08-29 10:04:48,4.0,project-06
498,bronn,2017-08-30 10:10:28,0.5,engineering
499,bronn,2017-08-30 10:10:28,6.0,project-06
500,bronn,2017-08-31 10:44:11,7.0,project-06
501,bronn,2017-08-31 18:27:49,2.0,project-06
502,bronn,2017-09-01 08:00:15,3.0,project-06
503,bronn,2017-09-01 08:00:15,2.0,project-13
504,bronn,2017-09-04 10:33:31,1.0,opsandadmin
505,bronn,2017-09-04 10:33:31,4.0,project-06
506,bronn,2017-09-04 10:33:31,0.5,project-13
507,bronn,2017-09-04 16:36:16,3.0,project-13
508,bronn,2017-09-04 16:36:16,0.25,project-65
509,bronn,2017-09-05 09:39:41,2.0,cultureandmanagement
510,bronn,2017-09-05 09:39:41,2.0,project-13
511,bronn,2017-09-05 09:39:41,1.0,project-55
512,bronn,2017-09-05 13:56:42,3.0,project-13
513,bronn,2017-09-06 09:38:36,2.0,bizdev
514,bronn,2017-09-06 09:38:36,2.0,project-06
515,bronn,2017-09-06 09:38:36,2.0,project-13
516,bronn,2017-09-07 08:28:01,4.0,project-13
517,bronn,2017-09-08 06:12:43,0.5,datastorytelling
518,bronn,2017-09-08 06:12:43,2.5,project-13
519,bronn,2017-09-08 13:43:37,2.0,project-13
520,bronn,2017-09-11 09:51:35,0.5,opsandadmin
